,TARGET(PRICE_IN_LACS)
23982,150.0
23983,51.0
23984,180.0
23985,41.0
23986,57.9
23987,80.0
23988,70.0
23989,120.0
23990,75.0
23991,22.5
23992,75.0
23993,64.0
23994,100.0
23995,45.0
23996,210.0
23997,54.0
23998,130.0
23999,100.0
24000,200.0
24001,54.0
24002,140.0
24003,150.0
24004,19.5
24005,55.0
24006,120.0
24007,44.0
24008,370.0
24009,61.5
24010,71.0
24011,99.0
24012,90.0
24013,29.6
24014,12.5
24015,35.0
24016,850.0
24017,45.0
24018,130.0
24019,26.5
24020,65.7
24021,31.5
24022,490.0
24023,94.0
24024,70.9
24025,43.9
24026,220.0
24027,49.0
24028,22.0
24029,97.0
24030,260.0
24031,94.9
24032,82.8
24033,30.0
24034,89.0
24035,50.0
24036,65.5
24037,160.0
24038,40.0
24039,48.0
24040,40.0
24041,160.0
24042,24.9
24043,89.0
24044,55.0
24045,52.2
24046,54.0
24047,120.0
24048,48.0
24049,2250.0
24050,35.0
24051,45.0
24052,150.0
24053,45.0
24054,100.0
24055,42.9
24056,60.0
24057,140.0
24058,63.0
24059,60.0
24060,120.0
24061,430.0
24062,60.0
24063,43.0
24064,25.5
24065,100.0
24066,20.0
24067,180.0
24068,210.0
24069,100.0
24070,85.0
24071,450.0
24072,24.0
24073,35.0
24074,46.0
24075,37.0
24076,52.0
24077,140.0
24078,100.0
24079,26.9
24080,190.0
24081,61.2
24082,38.0
24083,130.0
24084,58.0
24085,60.0
24086,100.0
24087,33.5
24088,75.0
24089,110.0
24090,140.0
24091,120.0
24092,57.0
24093,92.0
24094,35.0
24095,79.0
24096,28.0
24097,35.0
24098,17.5
24099,80.0
24100,90.0
24101,110.0
24102,26.5
24103,150.0
24104,34.7
24105,85.0
24106,40.0
24107,13.0
24108,39.5
24109,340.0
24110,68.0
24111,47.0
24112,75.0
24113,52.1
24114,50.8
24115,43.0
24116,7420.0
24117,32.0
24118,55.0
24119,52.9
24120,50.0
24121,140.0
24122,85.0
24123,41.7
24124,20.0
24125,40.0
24126,170.0
24127,23.0
24128,65.0
24129,290.0
24130,100.0
24131,55.4
24132,130.0
24133,55.0
24134,20.0
24135,95.0
24136,140.0
24137,46.7
24138,92.0
24139,8.0
24140,95.0
24141,32.0
24142,49.4
24143,67.0
24144,210.0
24145,50.0
24146,78.0
24147,28.0
24148,28.0
24149,31.0
24150,19.0
24151,120.0
24152,12.0
24153,6.0
24154,50.0
24155,85.0
24156,93.0
24157,92.0
24158,110.0
24159,270.0
24160,59.0
24161,27.0
24162,46.0
24163,79.0
24164,26.0
24165,140.0
24166,100.0
24167,120.0
24168,95.0
24169,65.0
24170,40.0
24171,250.0
24172,260.0
24173,24.0
24174,240.0
24175,70.0
24176,310.0
24177,90.0
24178,45.0
24179,30.0
24180,220.0
24181,38.0
24182,49.0
24183,60.2
24184,58.0
24185,22.0
24186,23.5
24187,48.0
24188,130.0
24189,26.2
24190,64.0
24191,23.0
24192,47.0
24193,85.5
24194,35.0
24195,90.0
24196,65.0
24197,55.0
24198,91.1
24199,77.0
24200,51.0
24201,44.0
24202,44.0
24203,52.0
24204,45.0
24205,71.7
24206,76.0
24207,270.0
24208,14.9
24209,320.0
24210,110.0
24211,160.0
24212,33.5
24213,200.0
24214,44.5
24215,13.0
24216,8.0
24217,25.0
24218,30.0
24219,60.0
24220,40.0
24221,28.0
24222,110.0
24223,21.0
24224,20.6
24225,32.0
24226,64.1
24227,30.0
24228,32.0
24229,35.0
24230,29.0
24231,65.0
24232,130.0
24233,30.0
24234,75.0
24235,30.4
24236,25.5
24237,16.5
24238,770.0
24239,180.0
24240,48.0
24241,62.0
24242,130.0
24243,130.0
24244,290.0
24245,66.0
24246,110.0
24247,33.9
24248,110.0
24249,52.0
24250,64.5
24251,43.2
24252,45.0
24253,33.0
24254,36.8
24255,150.0
24256,48.0
24257,82.0
24258,55.1
24259,120.0
24260,30.0
24261,31.5
24262,7490.0
24263,30.0
24264,10.7
24265,25.7
24266,13.0
24267,35.0
24268,63.3
24269,41.0
24270,32.0
24271,35.0
24272,25.0
24273,95.0
24274,85.0
24275,18.0
24276,80.0
24277,50.0
24278,380.0
24279,90.0
24280,70.0
24281,61.8
24282,75.0
24283,110.0
24284,45.0
24285,120.0
24286,190.0
24287,50.0
24288,40.0
24289,70.0
24290,58.0
24291,39.0
24292,77.0
24293,52.8
24294,130.0
24295,240.0
24296,35.5
24297,58.4
24298,44.0
24299,91.2
24300,15.0
24301,210.0
24302,75.0
24303,160.0
24304,22.0
24305,14.5
24306,40.0
24307,68.0
24308,32.0
24309,330.0
24310,280.0
24311,45.0
24312,64.1
24313,33.1
24314,90.0
24315,43.0
24316,7.0
24317,28.0
24318,68.0
24319,280.0
24320,25.0
24321,48.0
24322,28.0
24323,60.0
24324,24.5
24325,47.0
24326,27.0
24327,140.0
24328,15.5
24329,51.0
24330,710.0
24331,420.0
24332,130.0
24333,44.9
24334,84.0
24335,34.1
24336,23.9
24337,35.0
24338,40.0
24339,24.7
24340,47.3
24341,55.0
24342,32.6
24343,97.7
24344,66.0
24345,40.0
24346,28.0
24347,65.0
24348,43.5
24349,39.5
24350,37.5
24351,14.4
24352,68.9
24353,130.0
24354,78.0
24355,34.0
24356,86.0
24357,220.0
24358,55.0
24359,65.0
24360,34.0
24361,78.0
24362,13.5
24363,110.0
24364,48.3
24365,59.0
24366,39.9
24367,42.0
24368,36.8
24369,80.0
24370,100.0
24371,530.0
24372,150.0
24373,59.0
24374,41.9
24375,54.0
24376,23.8
24377,71.0
24378,120.0
24379,96.0
24380,120.0
24381,160.0
24382,93.0
24383,36.0
24384,110.0
24385,39.0
24386,60.0
24387,26.3
24388,140.0
24389,90.0
24390,55.0
24391,100.0
24392,22.0
24393,220.0
24394,58.0
24395,300.0
24396,94.0
24397,50.0
24398,50.0
24399,67.0
24400,55.0
24401,15.9
24402,59.0
24403,82.0
24404,260.0
24405,320.0
24406,28.5
24407,52.0
24408,150.0
24409,25.0
24410,65.0
24411,88.0
24412,48.0
24413,41.0
24414,31.5
24415,80.0
24416,58.0
24417,45.0
24418,38.0
24419,35.0
24420,220.0
24421,230.0
24422,21.9
24423,150.0
24424,4.9
24425,42.0
24426,800.0
24427,75.0
24428,180.0
24429,160.0
24430,270.0
24431,68.0
24432,30.0
24433,25.0
24434,310.0
24435,99.0
24436,44.7
24437,210.0
24438,130.0
24439,58.0
24440,280.0
24441,210.0
24442,31.0
24443,23.0
24444,57.3
24445,35.5
24446,60.0
24447,41.0
24448,55.0
24449,50.0
24450,60.0
24451,320.0
24452,60.0
24453,80.0
24454,370.0
24455,38.0
24456,63.0
24457,100.0
24458,56.0
24459,75.0
24460,46.0
24461,30.0
24462,99.6
24463,99.7
24464,60.0
24465,92.0
24466,40.5
24467,80.0
24468,34.5
24469,52.0
24470,70.0
24471,72.0
24472,80.0
24473,22.1
24474,39.6
24475,69.0
24476,27.0
24477,45.0
24478,31.9
24479,58.5
24480,15.0
24481,290.0
24482,30.0
24483,43.0
24484,220.0
24485,160.0
24486,28.0
24487,51.0
24488,65.0
24489,21.0
24490,90.0
24491,13.0
24492,71.0
24493,120.0
24494,52.9
24495,100.0
24496,30.0
24497,13.0
24498,91.0
24499,130.0
24500,85.0
24501,47.1
24502,36.0
24503,34.0
24504,140.0
24505,68.0
24506,20.0
24507,43.0
24508,48.0
24509,25.5
24510,45.0
24511,33.9
24512,230.0
24513,33.0
24514,120.0
24515,46.0
24516,28.0
24517,62.0
24518,110.0
24519,47.5
24520,41.0
24521,110.0
24522,30.0
24523,49.8
24524,13.7
24525,35.0
24526,97.0
24527,65.0
24528,32.5
24529,150.0
24530,1000.0
24531,41.0
24532,110.0
24533,95.0
24534,150.0
24535,54.2
24536,78.0
24537,170.0
24538,20.0
24539,70.0
24540,100.0
24541,65.0
24542,120.0
24543,110.0
24544,57.0
24545,420.0
24546,37.0
24547,47.0
24548,21.0
24549,58.1
24550,22.0
24551,49.0
24552,17.4
24553,42.3
24554,110.0
24555,110.0
24556,93.0
24557,150.0
24558,98.0
24559,38.0
24560,280.0
24561,750.0
24562,85.0
24563,160.0
24564,35.3
24565,27.6
24566,46.0
24567,45.0
24568,300.0
24569,16.0
24570,350.0
24571,140.0
24572,16.0
24573,55.0
24574,75.0
24575,16.0
24576,170.0
24577,110.0
24578,86.0
24579,50.0
24580,25.0
24581,140.0
24582,140.0
24583,53.5
24584,24.0
24585,150.0
24586,22.0
24587,48.5
24588,43.9
24589,160.0
24590,61.0
24591,350.0
24592,42.0
24593,35.0
24594,180.0
24595,32.0
24596,15.0
24597,42.0
24598,78.0
24599,56.0
24600,52.0
24601,28.5
24602,98.0
24603,100.0
24604,50.0
24605,100.0
24606,21.0
24607,62.0
24608,32.0
24609,22.0
24610,230.0
24611,1100.0
24612,42.0
24613,52.0
24614,98.7
24615,24.0
24616,82.0
24617,57.4
24618,15.7
24619,50.0
24620,24.9
24621,19.0
24622,75.0
24623,200.0
24624,24.0
24625,79.1
24626,550.0
24627,65.0
24628,50.0
24629,120.0
24630,100.0
24631,55.3
24632,70.0
24633,36.0
24634,140.0
24635,29.4
24636,170.0
24637,33.3
24638,59.0
24639,83.0
24640,28.0
24641,52.3
24642,76.0
24643,120.0
24644,59.0
24645,55.0
24646,120.0
24647,32.0
24648,75.0
24649,8.5
24650,87.0
24651,280.0
24652,140.0
24653,98.9
24654,22.9
24655,43.5
24656,51.0
24657,71.9
24658,160.0
24659,160.0
24660,41.9
24661,52.0
24662,45.0
24663,42.0
24664,110.0
24665,110.0
24666,48.0
24667,46.0
24668,34.5
24669,260.0
24670,30.0
24671,45.0
24672,71.0
24673,72.0
24674,350.0
24675,23.1
24676,17.9
24677,45.0
24678,77.9
24679,55.2
24680,100.0
24681,71.0
24682,21.0
24683,58.5
24684,23.0
24685,130.0
24686,240.0
24687,94.0
24688,30.0
24689,270.0
24690,100.0
24691,100.0
24692,170.0
24693,390.0
24694,110.0
24695,200.0
24696,110.0
24697,48.0
24698,65.0
24699,80.8
24700,17.0
24701,28.0
24702,170.0
24703,85.0
24704,41.0
24705,51.1
24706,48.0
24707,92.0
24708,21.3
24709,42.0
24710,160.0
24711,20.0
24712,55.0
24713,65.0
24714,390.0
24715,30.5
24716,70.1
24717,54.0
24718,200.0
24719,73.4
24720,45.0
24721,28.7
24722,150.0
24723,38.4
24724,62.3
24725,55.0
24726,150.0
24727,32.0
24728,7.1
24729,37.5
24730,35.0
24731,90.0
24732,70.9
24733,160.0
24734,100.0
24735,9000.0
24736,46.0
24737,50.0
24738,100.0
24739,21.5
24740,85.0
24741,43.0
24742,120.0
24743,45.0
24744,65.0
24745,82.0
24746,80.0
24747,28.8
24748,58.0
24749,110.0
24750,85.6
24751,58.0
24752,27.8
24753,58.3
24754,8.0
24755,89.7
24756,210.0
24757,52.0
24758,50.0
24759,42.0
24760,48.1
24761,160.0
24762,130.0
24763,42.0
24764,570.0
24765,22.3
24766,22.0
24767,39.9
24768,60.0
24769,67.0
24770,120.0
24771,32.0
24772,85.0
24773,60.0
24774,64.3
24775,53.0
24776,13.5
24777,110.0
24778,28.0
24779,410.0
24780,140.0
24781,18.2
24782,56.0
24783,83.9
24784,62.0
24785,180.0
24786,65.4
24787,150.0
24788,9020.0
24789,90.0
24790,170.0
24791,63.0
24792,62.6
24793,25.0
24794,100.0
24795,55.0
24796,220.0
24797,36.0
24798,180.0
24799,68.0
24800,63.0
24801,79.5
24802,62.7
24803,38.0
24804,36.2
24805,530.0
24806,40.0
24807,5500.0
24808,42.1
24809,150.0
24810,41.0
24811,160.0
24812,42.0
24813,14.5
24814,65.0
24815,60.0
24816,73.0
24817,23.0
24818,46.0
24819,100.0
24820,180.0
24821,100.0
24822,42.0
24823,76.0
24824,120.0
24825,110.0
24826,70.6
24827,750.0
24828,160.0
24829,19.9
24830,36.9
24831,30.0
24832,17.0
24833,84.0
24834,23.0
24835,40.0
24836,13.0
24837,57.0
24838,67.9
24839,59.1
24840,35.0
24841,220.0
24842,600.0
24843,170.0
24844,40.0
24845,110.0
24846,55.5
24847,66.0
24848,110.0
24849,84.0
24850,55.0
24851,65.0
24852,32.2
24853,100.0
24854,98.0
24855,37.5
24856,120.0
24857,120.0
24858,55.9
24859,350.0
24860,89.0
24861,52.2
24862,60.0
24863,85.0
24864,32.0
24865,75.0
24866,150.0
24867,26.6
24868,52.0
24869,280.0
24870,40.0
24871,68.0
24872,38.0
24873,22.0
24874,30.0
24875,100.0
24876,290.0
24877,57.0
24878,15.0
24879,38.0
24880,44.0
24881,270.0
24882,52.0
24883,100.0
24884,16.0
24885,170.0
24886,68.0
24887,79.0
24888,140.0
24889,45.0
24890,78.0
24891,170.0
24892,85.0
24893,600.0
24894,28.0
24895,94.0
24896,130.0
24897,46.5
24898,95.0
24899,420.0
24900,55.9
24901,79.2
24902,780.0
24903,150.0
24904,37.0
24905,35.8
24906,360.0
24907,42.0
24908,28.0
24909,190.0
24910,340.0
24911,75.0
24912,14.0
24913,180.0
24914,70.0
24915,110.0
24916,41.8
24917,75.0
24918,220.0
24919,60.0
24920,46.0
24921,37.0
24922,65.0
24923,37.0
24924,30.0
24925,120.0
24926,60.0
24927,37.8
24928,56.0
24929,130.0
24930,34.9
24931,42.0
24932,100.0
24933,26.0
24934,17.5
24935,60.0
24936,74.0
24937,100.0
24938,500.0
24939,35.0
24940,99.0
24941,55.0
24942,77.0
24943,42.0
24944,42.0
24945,52.0
24946,65.0
24947,45.0
24948,170.0
24949,27.9
24950,42.5
24951,40.0
24952,43.0
24953,50.0
24954,17.0
24955,56.0
24956,180.0
24957,220.0
24958,100.0
24959,60.0
24960,120.0
24961,17.6
24962,490.0
24963,23.0
24964,25.5
24965,140.0
24966,93.0
24967,48.0
24968,38.0
24969,54.8
24970,30.0
24971,70.0
24972,26.0
24973,89.0
24974,45.6
24975,55.1
24976,60.0
24977,85.0
24978,30.0
24979,52.0
24980,120.0
24981,100.0
24982,15.8
24983,24.0
24984,45.0
24985,42.0
24986,130.0
24987,150.0
24988,96.0
24989,42.0
24990,33.0
24991,65.0
24992,65.0
24993,34.0
24994,35.0
24995,60.0
24996,23.1
24997,110.0
24998,110.0
24999,23.0
25000,64.0
25001,90.0
25002,88.0
25003,160.0
25004,330.0
25005,44.0
25006,59.0
25007,43.0
25008,55.0
25009,40.0
25010,210.0
25011,28.0
25012,82.0
25013,42.8
25014,230.0
25015,67.0
25016,42.1
25017,39.9
25018,29.0
25019,48.0
25020,120.0
25021,150.0
25022,30.0
25023,35.0
25024,72.0
25025,39.0
25026,75.0
25027,120.0
25028,260.0
25029,46.0
25030,72.0
25031,230.0
25032,210.0
25033,35.0
25034,47.4
25035,39.0
25036,130.0
25037,150.0
25038,37.0
25039,41.0
25040,160.0
25041,95.0
25042,140.0
25043,49.1
25044,100.0
25045,160.0
25046,31.0
25047,45.0
25048,62.0
25049,240.0
25050,100.0
25051,55.0
25052,72.0
25053,67.1
25054,38.0
25055,26.0
25056,60.0
25057,30.0
25058,99.0
25059,44.0
25060,81.5
25061,68.0
25062,100.0
25063,33.0
25064,18.5
25065,91.0
25066,55.0
25067,35.0
25068,38.8
25069,30.0
25070,89.0
25071,59.5
25072,76.0
25073,74.2
25074,32.5
25075,120.0
25076,140.0
25077,65.0
25078,5.0
25079,110.0
25080,55.0
25081,170.0
25082,100.0
25083,21.6
25084,58.0
25085,37.0
25086,100.0
25087,72.0
25088,68.3
25089,300.0
25090,52.7
25091,55.0
25092,25.0
25093,69.0
25094,71.0
25095,32.0
25096,95.0
25097,33.0
25098,55.0
25099,82.0
25100,30.0
25101,930.0
25102,75.0
25103,18.5
25104,180.0
25105,110.0
25106,34.0
25107,75.0
25108,95.0
25109,470.0
25110,110.0
25111,29.0
25112,54.0
25113,63.0
25114,270.0
25115,86.0
25116,200.0
25117,45.0
25118,330.0
25119,72.0
25120,340.0
25121,78.0
25122,20.0
25123,18.0
25124,180.0
25125,35.0
25126,150.0
25127,28.5
25128,69.0
25129,75.0
25130,40.0
25131,26.0
25132,85.0
25133,23.0
25134,48.0
25135,190.0
25136,45.9
25137,170.0
25138,59.0
25139,1800.0
25140,79.9
25141,30.0
25142,40.5
25143,130.0
25144,34.5
25145,23.0
25146,38.2
25147,38.0
25148,55.0
25149,61.0
25150,69.7
25151,24.1
25152,36.0
25153,35.0
25154,65.0
25155,27.0
25156,55.0
25157,41.0
25158,300.0
25159,480.0
25160,28.0
25161,31.0
25162,99.0
25163,130.0
25164,48.0
25165,100.0
25166,190.0
25167,110.0
25168,230.0
25169,46.0
25170,70.0
25171,100.0
25172,87.0
25173,610.0
25174,83.5
25175,11.2
25176,320.0
25177,32.0
25178,34.4
25179,51.9
25180,42.7
25181,130.0
25182,81.9
25183,18.0
25184,67.0
25185,120.0
25186,410.0
25187,110.0
25188,47.2
25189,170.0
25190,170.0
25191,30.0
25192,45.0
25193,18.1
25194,65.0
25195,95.0
25196,230.0
25197,140.0
25198,210.0
25199,47.0
25200,34.0
25201,510.0
25202,40.0
25203,77.0
25204,70.0
25205,180.0
25206,45.9
25207,75.0
25208,170.0
25209,36.0
25210,120.0
25211,23.0
25212,480.0
25213,25.0
25214,31.0
25215,130.0
25216,270.0
25217,29.0
25218,55.0
25219,90.0
25220,50.0
25221,43.5
25222,200.0
25223,110.0
25224,39.0
25225,80.0
25226,67.0
25227,120.0
25228,55.0
25229,18.9
25230,73.3
25231,50.0
25232,97.8
25233,42.0
25234,36.0
25235,200.0
25236,25.0
25237,70.0
25238,130.0
25239,25.6
25240,31.5
25241,43.0
25242,55.0
25243,66.6
25244,51.2
25245,28.0
25246,50.0
25247,150.0
25248,700.0
25249,85.0
25250,75.0
25251,68.0
25252,270.0
25253,50.0
25254,48.9
25255,69.9
25256,69.0
25257,34.0
25258,170.0
25259,54.7
25260,64.4
25261,33.0
25262,34.1
25263,16.2
25264,9460.0
25265,76.0
25266,85.0
25267,20.0
25268,11.0
25269,80.2
25270,20.0
25271,100.0
25272,56.0
25273,70.0
25274,180.0
25275,71.0
25276,45.0
25277,110.0
25278,110.0
25279,26.5
25280,94.6
25281,300.0
25282,46.0
25283,9.5
25284,91.0
25285,55.0
25286,210.0
25287,120.0
25288,59.0
25289,29.0
25290,120.0
25291,96.0
25292,190.0
25293,43.4
25294,55.0
25295,310.0
25296,81.0
25297,19.9
25298,44.4
25299,45.0
25300,75.0
25301,100.0
25302,150.0
25303,540.0
25304,70.0
25305,23.9
25306,55.0
25307,15.0
25308,110.0
25309,60.0
25310,83.0
25311,45.0
25312,260.0
25313,57.5
25314,140.0
25315,35.0
25316,100.0
25317,40.0
25318,35.0
25319,13.5
25320,740.0
25321,260.0
25322,76.0
25323,70.0
25324,170.0
25325,170.0
25326,54.3
25327,32.7
25328,50.0
25329,48.0
25330,70.0
25331,29.0
25332,210.0
25333,150.0
25334,100.0
25335,48.9
25336,91.0
25337,24.0
25338,38.5
25339,44.0
25340,69.0
25341,16.5
25342,440.0
25343,26.5
25344,18.9
25345,100.0
25346,130.0
25347,150.0
25348,65.0
25349,49.0
25350,65.0
25351,75.0
25352,22.0
25353,160.0
25354,160.0
25355,55.0
25356,74.9
25357,230.0
25358,37.0
25359,60.0
25360,87.0
25361,280.0
25362,88.0
25363,95.0
25364,56.0
25365,280.0
25366,50.0
25367,87.4
25368,36.0
25369,120.0
25370,140.0
25371,100.0
25372,40.2
25373,39.0
25374,30.0
25375,68.8
25376,81.0
25377,46.8
25378,200.0
25379,35.0
25380,22.0
25381,160.0
25382,31.0
25383,170.0
25384,14.0
25385,280.0
25386,220.0
25387,58.0
25388,49.0
25389,65.0
25390,280.0
25391,69.0
25392,100.0
25393,87.5
25394,35.0
25395,77.0
25396,110.0
25397,32.0
25398,50.0
25399,55.0
25400,1100.0
25401,60.0
25402,65.9
25403,120.0
25404,950.0
25405,160.0
25406,110.0
25407,95.0
25408,65.0
25409,55.9
25410,910.0
25411,32.0
25412,35.0
25413,43.3
25414,360.0
25415,150.0
25416,20.5
25417,42.0
25418,28.5
25419,9.5
25420,34.0
25421,300.0
25422,120.0
25423,790.0
25424,65.0
25425,160.0
25426,64.0
25427,35.5
25428,140.0
25429,75.0
25430,32.0
25431,440.0
25432,85.0
25433,35.9
25434,130.0
25435,150.0
25436,21.5
25437,25.0
25438,46.7
25439,42.0
25440,160.0
25441,28.5
25442,34.0
25443,100.0
25444,45.3
25445,100.0
25446,16.3
25447,70.0
25448,21.0
25449,130.0
25450,30.4
25451,26.0
25452,95.0
25453,45.0
25454,85.0
25455,110.0
25456,62.0
25457,87.0
25458,45.0
25459,78.7
25460,70.0
25461,210.0
25462,190.0
25463,46.0
25464,39.5
25465,79.0
25466,660.0
25467,22.5
25468,29.0
25469,61.0
25470,45.0
25471,240.0
25472,78.0
25473,49.8
25474,180.0
25475,240.0
25476,44.0
25477,49.5
25478,65.0
25479,97.5
25480,54.0
25481,75.0
25482,38.9
25483,69.0
25484,250.0
25485,57.0
25486,58.0
25487,77.0
25488,90.0
25489,650.0
25490,42.0
25491,500.0
25492,81.1
25493,67.9
25494,93.5
25495,66.2
25496,57.0
25497,42.0
25498,65.0
25499,70.0
25500,40.0
25501,180.0
25502,89.9
25503,42.0
25504,43.4
25505,700.0
25506,48.0
25507,110.0
25508,25.5
25509,85.0
25510,22.5
25511,100.0
25512,78.0
25513,26.0
25514,60.0
25515,1300.0
25516,160.0
25517,41.0
25518,190.0
25519,27.9
25520,55.0
25521,210.0
25522,75.0
25523,950.0
25524,60.0
25525,100.0
25526,56.5
25527,130.0
25528,31.0
25529,42.0
25530,71.9
25531,32.0
25532,120.0
25533,27.0
25534,85.0
25535,130.0
25536,58.0
25537,280.0
25538,87.6
25539,23.0
25540,90.0
25541,30.6
25542,110.0
25543,87.0
25544,230.0
25545,35.4
25546,15.0
25547,69.0
25548,40.0
25549,190.0
25550,50.1
25551,85.0
25552,39.7
25553,82.0
25554,30.0
25555,97.0
25556,25.8
25557,22.0
25558,51.1
25559,250.0
25560,27.0
25561,53.0
25562,60.0
25563,45.5
25564,49.0
25565,44.0
25566,260.0
25567,43.0
25568,43.5
25569,48.0
25570,50.0
25571,140.0
25572,79.9
25573,120.0
25574,65.0
25575,39.9
25576,39.4
25577,140.0
25578,130.0
25579,160.0
25580,29.9
25581,170.0
25582,5.0
25583,88.0
25584,81.2
25585,46.5
25586,90.0
25587,35.0
25588,41.0
25589,26.0
25590,220.0
25591,48.8
25592,38.0
25593,35.0
25594,26.2
25595,110.0
25596,65.0
25597,110.0
25598,33.5
25599,90.0
25600,20.5
25601,100.0
25602,1400.0
25603,500.0
25604,78.0
25605,41.5
25606,69.0
25607,36.5
25608,26.0
25609,110.0
25610,81.3
25611,62.0
25612,16.5
25613,36.0
25614,110.0
25615,37.6
25616,44.2
25617,78.0
25618,39.9
25619,71.0
25620,31.3
25621,23.0
25622,35.4
25623,180.0
25624,20.5
25625,75.0
25626,11.0
25627,62.2
25628,150.0
25629,300.0
25630,15.1
25631,34.7
25632,56.9
25633,58.0
25634,21.0
25635,36.0
25636,21.0
25637,28.5
25638,25.5
25639,38.0
25640,520.0
25641,26.0
25642,21.0
25643,130.0
25644,20.0
25645,110.0
25646,33.0
25647,39.0
25648,30.0
25649,39.0
25650,47.4
25651,70.0
25652,350.0
25653,45.0
25654,32.0
25655,41.5
25656,25.5
25657,82.5
25658,62.0
25659,50.0
25660,25.0
25661,140.0
25662,85.0
25663,35.0
25664,300.0
25665,220.0
25666,60.0
25667,25.0
25668,21.0
25669,180.0
25670,13.9
25671,130.0
25672,42.9
25673,55.0
25674,32.0
25675,35.0
25676,65.0
25677,210.0
25678,28.0
25679,89.0
25680,15.4
25681,550.0
25682,100.0
25683,38.9
25684,110.0
25685,17.0
25686,90.0
25687,26.0
25688,260.0
25689,49.0
25690,55.0
25691,61.0
25692,51.0
25693,95.0
25694,95.0
25695,55.6
25696,64.0
25697,31.0
25698,25.0
25699,90.0
25700,75.0
25701,14.5
25702,40.0
25703,19.0
25704,21.0
25705,85.0
25706,17.0
25707,80.0
25708,27.0
25709,95.0
25710,53.5
25711,19.0
25712,70.0
25713,180.0
25714,140.0
25715,120.0
25716,110.0
25717,150.0
25718,36.0
25719,45.0
25720,35.0
25721,32.0
25722,40.0
25723,36.5
25724,53.5
25725,100.0
25726,54.0
25727,40.0
25728,83.0
25729,220.0
25730,14.6
25731,65.0
25732,120.0
25733,24.2
25734,60.0
25735,70.0
25736,22.0
25737,110.0
25738,15.2
25739,48.0
25740,72.0
25741,220.0
25742,190.0
25743,28.0
25744,23.0
25745,15.0
25746,44.0
25747,14.0
25748,33.5
25749,86.0
25750,68.0
25751,70.0
25752,190.0
25753,50.0
25754,33.0
25755,36.0
25756,89.8
25757,34.0
25758,1200.0
25759,42.5
25760,180.0
25761,170.0
25762,85.0
25763,48.0
25764,75.0
25765,160.0
25766,58.0
25767,29.3
25768,69.0
25769,45.0
25770,110.0
25771,90.1
25772,31.0
25773,31.8
25774,350.0
25775,130.0
25776,90.0
25777,100.0
25778,410.0
25779,49.0
25780,66.0
25781,35.0
25782,38.0
25783,190.0
25784,240.0
25785,140.0
25786,29.0
25787,60.0
25788,23.0
25789,120.0
25790,26.2
25791,65.0
25792,37.8
25793,220.0
25794,120.0
25795,290.0
25796,150.0
25797,65.0
25798,35.0
25799,100.0
25800,79.5
25801,34.0
25802,12.0
25803,79.0
25804,100.0
25805,45.0
25806,41.3
25807,14.9
25808,87.0
25809,60.0
25810,59.3
25811,80.0
25812,160.0
25813,85.0
25814,120.0
25815,65.0
25816,65.0
25817,79.2
25818,17.5
25819,38.0
25820,50.0
25821,80.0
25822,98.0
25823,65.2
25824,21.0
25825,65.0
25826,110.0
25827,270.0
25828,70.0
25829,290.0
25830,48.0
25831,37.6
25832,61.0
25833,60.0
25834,72.5
25835,13.2
25836,25.5
25837,36.0
25838,25.0
25839,26.0
25840,12.0
25841,86.0
25842,34.2
25843,12.9
25844,52.5
25845,35.0
25846,450.0
25847,650.0
25848,22.0
25849,80.0
25850,26.5
25851,40.0
25852,60.0
25853,42.0
25854,110.0
25855,370.0
25856,50.0
25857,13.5
25858,210.0
25859,56.0
25860,40.9
25861,30.0
25862,25.0
25863,45.0
25864,49.0
25865,40.2
25866,40.0
25867,330.0
25868,140.0
25869,50.0
25870,60.0
25871,41.0
25872,44.0
25873,30.0
25874,30.0
25875,100.0
25876,54.7
25877,35.0
25878,34.2
25879,250.0
25880,120.0
25881,160.0
25882,31.9
25883,18.2
25884,71.9
25885,63.0
25886,98.0
25887,200.0
25888,25.0
25889,91.0
25890,58.0
25891,35.0
25892,100.0
25893,260.0
25894,30.0
25895,170.0
25896,71.9
25897,84.0
25898,17.0
25899,45.0
25900,16.0
25901,38.0
25902,60.0
25903,36.0
25904,260.0
25905,110.0
25906,140.0
25907,240.0
25908,60.0
25909,31.1
25910,34.0
25911,59.0
25912,120.0
25913,130.0
25914,69.0
25915,240.0
25916,100.0
25917,60.0
25918,26.1
25919,110.0
25920,380.0
25921,72.0
25922,120.0
25923,35.0
25924,74.0
25925,92.5
25926,100.0
25927,33.0
25928,57.0
25929,35.0
25930,37.9
25931,45.0
25932,14.0
25933,70.0
25934,38.0
25935,30.0
25936,63.2
25937,70.0
25938,48.0
25939,41.5
25940,240.0
25941,130.0
25942,53.2
25943,170.0
25944,25.0
25945,130.0
25946,87.9
25947,87.5
25948,76.0
25949,58.5
25950,110.0
25951,44.0
25952,170.0
25953,48.0
25954,71.0
25955,230.0
25956,22.0
25957,80.0
25958,75.0
25959,21.7
25960,15.0
25961,140.0
25962,42.5
25963,99.0
25964,35.0
25965,56.9
25966,70.0
25967,47.4
25968,8250.0
25969,40.0
25970,750.0
25971,43.0
25972,180.0
25973,240.0
25974,27.9
25975,51.0
25976,160.0
