,POSTED_BY,UNDER_CONSTRUCTION,RERA,BHK_NO.,BHK_OR_RK,SQUARE_FT,READY_TO_MOVE,RESALE,ADDRESS,LONGITUDE,LATITUDE
27461,1,0,0,3,0,1527.353513,1,1,3849,22.760061,75.928572
27462,1,1,0,2,0,1059.114267,0,1,3308,19.028541,72.844002
27463,1,0,0,2,0,1057.753332,1,1,1712,19.126499,72.99956
27464,2,0,1,1,0,587.1363758,1,1,1330,18.732225,73.642266
27465,1,0,0,3,0,1660.258651,1,1,6348,26.91868,75.750399
27466,2,0,1,2,0,912.1245829,1,1,224,13.0983,80.1622
27467,1,0,0,3,0,1596.071209,1,1,4135,20.353795,85.82101999999998
27468,2,0,0,2,0,959.8720171,1,1,5929,20.098413,79.10786
27469,1,1,1,1,0,495.147554,0,1,3282,19.111438,72.878724
27470,2,0,0,3,0,1888.049756,1,1,4690,24.58333,73.68333
27471,2,0,0,3,0,1460.023175,1,1,2349,12.9816,77.6729
27472,2,0,0,2,0,820.0754469,1,1,5922,13.129471,80.208888
27473,1,0,0,3,0,1600.0,1,1,6636,18.496129,73.892902
27474,1,0,0,2,0,1060.191518,1,1,1831,22.312358,73.145436
27475,2,1,0,2,0,1232.156273,0,1,6686,12.866395,77.615291
27476,2,0,0,2,0,675.024108,1,1,4061,28.6159,77.2828
27477,2,0,0,1,0,800.0,1,1,4359,28.563872,77.179147
27478,1,0,0,3,0,1709.401709,1,1,5123,19.126499,72.99956
27479,1,0,0,3,0,2550.44843,1,1,3424,23.398893,85.335374
27480,2,0,0,2,0,1196.013289,1,1,1533,12.8458,77.6727
27481,1,0,0,4,0,2420.051858,1,1,5349,28.553374,77.355611
27482,1,0,1,2,0,1156.069364,1,1,572,19.222101,72.988231
27483,1,0,1,2,0,853.8461537999998,1,1,4261,13.05,80.11
27484,2,0,0,2,0,1680.0,1,1,4351,13.163056,77.650201
27485,1,0,0,2,0,1139.925905,1,1,2147,22.494831,88.37056700000002
27486,1,0,0,4,0,2395.833333,1,0,6327,13.0511,80.2125
27487,2,0,0,2,0,787.0992512999999,1,1,3836,12.9182,80.0824
27488,1,1,0,1,0,826.0447036,0,1,3497,30.4571,78.055
27489,1,0,0,2,0,1073.919107,1,1,2575,45.073846,7.680335
27490,1,0,0,2,0,863.360685,1,1,3327,12.91716,80.19287
27491,1,0,0,4,0,3172.306322,1,1,5683,18.532345,73.83630500000002
27492,2,1,1,4,0,1920.055856,0,1,5179,28.495803,77.42684799999998
27493,1,0,0,3,0,1254.716981,1,1,6301,12.90579,77.54264
27494,2,1,0,4,0,2791.996277,0,1,3971,21.17,72.83
27495,1,0,1,1,0,45302.48118,1,0,2763,24.69028,78.41889
27496,1,0,0,3,0,1682.49851,1,1,6603,31.292091,75.543763
27497,1,0,1,3,0,1888.888889,1,1,4428,12.9847,77.5491
27498,1,0,1,3,0,1791.8470960000002,1,1,1947,12.928575,77.58572099999998
27499,1,1,1,3,0,1400.0,0,0,6667,19.0167,72.8167
27500,1,0,0,2,0,950.0777336,1,1,5409,28.6221,77.3674
27501,1,1,0,2,0,1550.387597,0,1,2675,31.58333,74.98333000000002
27502,1,0,1,2,0,1080.050826,1,1,6709,30.65,76.82
27503,1,0,1,2,0,1190.130624,1,1,603,18.558319,73.77588
27504,1,0,0,1,0,600.0,1,1,6779,24.69028,78.41889
27505,1,0,0,3,0,1979.522184,1,1,6220,22.75649,75.92025100000002
27506,2,0,1,2,0,920.1748332,1,1,5178,28.5035,77.426447
27507,1,0,0,2,0,997.0066774,1,1,5533,12.9206,80.1372
27508,1,0,1,3,0,2100.105005,1,1,1712,19.126499,72.99956
27509,2,0,0,2,0,1300.236407,1,1,1617,11.060813,76.970641
27510,2,0,0,2,0,650.035137,1,1,5566,23.273009,77.396415
27511,1,0,1,3,0,1527.973672,1,1,5131,28.536585,77.383669
27512,2,0,0,2,0,611.0975312,1,1,4245,13.09,80.27
27513,2,0,0,1,0,600.0600059999998,1,1,471,17.28,74.2
27514,2,0,0,3,0,1575.178998,1,1,150,26.928785,75.828002
27515,1,0,0,2,0,1075.268817,1,1,1831,22.312358,73.145436
27516,1,1,1,3,0,1891.984864,0,1,4085,18.966114,73.148278
27517,1,1,1,2,0,67474.77578,0,0,1727,24.69028,78.41889
27518,1,0,0,3,0,2302.071865,1,1,2743,13.177301000000002,77.458221
27519,1,0,1,2,0,1049.167635,1,1,2563,24.69028,78.41889
27520,1,0,0,3,0,1200.0,1,1,2435,22.54111,88.33778000000002
27521,0,0,1,1,0,399.5354239,1,0,5648,24.69028,78.41889
27522,1,1,1,3,0,2249.7704320000007,0,1,6708,30.662283,76.822397
27523,2,0,0,2,0,656.4551422000002,1,1,3795,28.833051,78.69614
27524,2,0,0,1,0,735.1010763999999,1,1,683,12.8706,77.6279
27525,1,0,0,3,0,2526.378362,1,1,1248,28.4818,77.0843
27526,1,0,1,3,0,1550.387597,1,1,5449,28.576117,77.382136
27527,1,0,0,4,0,2095.009341,1,1,5481,28.408144,76.963756
27528,2,0,0,2,0,877.0764119999999,1,1,666,12.985039,77.54383
27529,1,0,1,4,0,4441.846873,1,1,4213,18.576018,73.793901
27530,2,0,0,3,0,1025.01025,1,1,1707,24.168656,77.092671
27531,2,0,0,2,0,1300.148588,1,1,3352,22.731547,75.888193
27532,1,0,1,2,0,1199.873698,1,1,5077,28.406388,77.342588
27533,1,0,1,4,0,3045.29882,1,1,5105,28.479440000000004,76.971432
27534,1,0,1,1,0,590.0305187999999,1,1,6023,19.076057,73.097319
27535,1,0,0,2,0,1250.0,1,1,5147,30.751176,76.668359
27536,2,0,0,3,0,1500.0,1,1,6758,27.494145,77.465069
27537,1,0,0,4,0,3000.035295,1,1,6532,19.103831,72.837361
27538,1,0,0,3,0,1725.1293850000004,1,1,3468,30.73528,76.79111
27539,2,0,0,2,0,1035.196687,1,1,493,30.92,77.12
27540,1,1,1,1,0,434.8771472,0,1,1818,19.161955,72.839616
27541,1,0,1,3,0,1349.55015,1,1,1347,30.594843,76.84983000000003
27542,1,0,0,3,0,2149.697088,1,1,3830,22.5922,88.484911
27543,1,1,1,1,0,644.028103,0,1,682,12.8706,77.6279
27544,2,0,0,2,0,550.1222494,1,1,2849,22.54111,88.33778000000002
27545,2,0,1,2,0,1180.173092,1,1,5451,28.567633,77.383124
27546,1,0,1,3,0,1220.196353,1,1,5163,28.5041,77.381557
27547,1,0,0,1,0,660.0425834,1,1,5303,28.469063,77.308984
27548,1,0,1,3,0,1288.175411,1,1,834,28.698133,77.335746
27549,1,1,1,4,0,2492.729539,0,1,5458,28.558047,77.392752
27550,1,0,0,1,0,651.1237135,1,1,2382,17.505115,74.58623
27551,1,0,0,2,0,1113.111802,1,1,6184,12.299483,76.620672
27552,2,0,0,4,0,1556.824079,1,1,5359,30.692243,76.750614
27553,1,0,0,2,0,1190.003967,1,1,2925,19.213466,72.835096
27554,1,1,1,1,0,410.4038688,0,0,2764,19.249861,72.96386600000002
27555,1,0,1,2,0,1069.028711,1,1,1816,19.1615,72.8731
27556,1,0,0,2,0,900.0225006000002,1,1,6102,19.18,72.96333
27557,1,1,1,3,0,1337.950575,0,1,2009,19.255098,72.9815265
27558,2,0,0,3,0,1301.005322,1,1,1674,22.68,88.27
27559,1,1,1,2,0,1136.25,0,1,3367,19.283359,72.864964
27560,1,0,1,1,0,464.4990046,1,0,6603,31.292091,75.543763
27561,1,0,1,3,0,1410.284227,1,1,6104,13.055985,77.622157
27562,1,0,1,2,0,1160.056435,1,1,4434,12.919423,77.522774
27563,1,0,0,3,0,899.795501,1,1,1869,23.185601,77.43543299999997
27564,1,0,0,3,0,1369.491525,1,1,3072,22.7,88.45
27565,1,1,1,2,0,1392.4050630000004,0,0,220,12.915026,77.668562
27566,1,0,0,3,0,1556.236737,1,1,5929,20.098413,79.10786
27567,1,0,0,3,0,1657.275439,1,1,2560,12.9077,77.6755
27568,2,0,0,4,0,1200.0,1,1,6827,26.898996,73.371995
27569,1,0,0,1,0,584.1803949,1,1,917,19.2361,72.8338
27570,2,0,0,2,0,1373.283396,1,1,6659,12.9958935,77.761394
27571,2,0,0,1,0,598.0614559999998,1,1,6132,13.071572,80.124247
27572,1,1,1,2,0,948.7912659,0,1,1483,18.68318,73.872361
27573,2,0,0,2,0,600.0247433,1,1,5342,30.715967,76.755347
27574,1,0,0,2,0,1242.381622,1,0,4032,12.9377,80.2153
27575,2,0,0,3,0,955.1310529,1,1,958,12.758604,77.700377
27576,1,0,1,3,0,2070.125501,1,1,5115,28.546788,77.37849399999998
27577,1,1,1,1,0,724.3902439,0,1,3368,19.283359,72.864964
27578,2,0,0,2,0,1350.063532,1,1,5754,27.61194,75.13972
27579,1,0,0,2,0,1386.321627,1,1,2383,12.865219,77.59036
27580,1,0,1,3,0,1224.246044,1,1,1558,26.86056,80.91583
27581,1,0,1,3,0,1600.116584,1,1,6708,30.662283,76.822397
27582,2,0,0,2,0,1145.038168,1,1,6052,22.261354,73.215533
27583,1,0,1,4,0,2600.297177,1,1,6104,13.055985,77.622157
27584,1,0,1,2,0,1227.823148,1,1,5072,28.381971000000004,77.347688
27585,1,0,0,2,0,1350.353737,1,1,5110,30.658839,76.681686
27586,1,1,1,2,0,884.9557522,0,1,6624,18.5993,73.7625
27587,1,0,1,2,0,727.9947055,1,1,2765,19.249861,72.96386600000002
27588,1,1,1,1,0,490.6990231,0,0,2485,24.69028,78.41889
27589,1,1,1,2,0,1260.940513,0,1,3283,22.803593,83.755013
27590,1,0,0,2,0,840.1008121,1,1,3578,18.96667,72.83333
27591,1,0,0,3,0,1195.159604,1,1,168,18.96,72.82
27592,1,0,0,1,0,619.9884268999998,1,1,595,19.05444,72.84056
27593,2,0,0,2,0,1285.21997,1,1,3918,10.778122,79.138539
27594,1,1,1,2,0,757.0186443,0,1,3096,18.978006,72.806154
27595,1,0,0,2,0,850.1594049,1,1,2970,20.746141,78.616524
27596,2,0,1,3,0,1478.123768,1,1,3520,18.475864,73.89000899999998
27597,2,0,0,2,0,1250.0,1,1,118,22.7808,86.1522
27598,1,0,0,1,0,590.0109769,1,1,1281,19.247798,72.88336899999999
27599,1,0,0,3,0,1245.147805,1,1,688,22.498882,88.31755600000002
27600,1,0,1,4,0,3428.571429,1,0,3094,24.69028,78.41889
27601,2,0,0,2,0,1285.126799,1,1,3496,12.9576,77.6562
27602,1,1,0,2,0,893.9393938999998,0,0,4469,22.101107,88.374433
27603,2,0,0,2,0,530.0353357,1,1,5826,13.09,80.27
27604,2,0,0,2,0,700.1166861,1,1,1861,12.842686,80.063733
27605,2,0,0,3,0,1799.640072,1,1,213,10.52,76.21
27606,1,0,1,3,0,1894.020004,1,1,5073,28.392679,77.344375
27607,2,0,0,1,0,667.0001668,1,1,1383,18.462505,73.852052
27608,1,0,1,2,0,1085.069444,1,1,5198,28.494868,77.410298
27609,1,0,0,3,0,1500.0,1,1,2154,26.832353,75.841749
27610,2,0,0,3,0,1299.038711,1,1,2789,10.851865,76.181286
27611,1,0,0,3,0,1469.387755,1,1,4268,19.12,72.91
27612,1,0,0,3,0,2061.201839,1,1,1983,13.0306,77.6485
27613,1,0,0,4,0,3764.705882,1,1,5514,28.5216,77.3863
27614,1,1,1,2,0,1079.136691,0,1,4936,19.040416,73.078151
27615,2,0,0,2,0,1100.352113,1,1,2964,21.45,80.2
27616,1,0,0,2,0,1120.547299,1,1,1074,19.05871,72.89969
27617,2,1,0,2,0,1046.511628,0,1,4674,21.23795,81.63368
27618,2,0,0,2,0,942.2266303,1,1,3442,22.156063,88.351394
27619,2,0,0,3,0,1730.1038059999996,1,1,6659,12.9958935,77.761394
27620,2,0,1,2,0,1195.652174,1,1,672,18.510418,73.781944
27621,1,0,1,2,0,799.173269,1,1,5074,28.394375,77.35722700000002
27622,2,0,0,2,0,1350.0,1,1,4705,19.46304,76.434955
27623,2,0,0,3,0,1720.183486,1,1,97,24.395822,78.989627
27624,1,0,0,2,0,1074.179165,1,1,5455,28.560719,77.386208
27625,1,0,0,2,0,1236.749117,1,1,1817,19.1615,72.8731
27626,1,0,1,4,0,3357.112883,1,1,5455,28.560719,77.386208
27627,2,0,0,3,0,1111.111111,1,1,6494,22.759741,75.88953199999997
27628,1,0,0,2,0,850.0772798,1,1,6618,22.294094,73.23368599999998
27629,1,0,1,1,0,607.028754,1,1,4579,18.651598,73.735448
27630,1,0,1,2,0,1150.0261369999996,1,1,5307,30.725549,76.755804
27631,1,0,0,2,0,1486.880466,1,1,3257,26.8626,75.7633
27632,1,0,0,2,0,1050.135501,1,1,3565,17.321891,76.848617
27633,1,0,0,2,0,1305.12433,1,1,4981,30.674408000000003,76.86171999999998
27634,1,0,1,3,0,1490.973565,1,1,6603,31.292091,75.543763
27635,1,0,0,3,0,1125.039173,1,1,2691,30.74,76.65
27636,1,1,1,2,0,1017.764619,0,1,1036,18.96667,72.83333
27637,2,0,0,2,0,1139.879498,1,1,1832,12.858535,77.590438
27638,1,0,0,2,0,1496.296296,1,1,4079,24.687639,78.454279
27639,2,0,0,2,0,900.090009,1,1,132,28.9196,76.8972
27640,1,1,0,2,0,511.4401077,0,1,6551,19.4559,72.8114
27641,2,0,0,3,0,1325.0,1,1,1655,21.15389,79.08306
27642,1,0,1,4,0,2452.830189,1,0,5105,28.479440000000004,76.971432
27643,1,1,0,3,0,711.7241379,0,1,1562,28.440942,77.669552
27644,1,0,1,3,0,1540.240518,1,1,216,26.75,81.0
27645,1,0,1,3,0,1494.285714,1,1,6376,12.9153,74.8978
27646,1,1,1,2,0,1069.736842,0,1,3370,24.69028,78.41889
27647,2,0,0,2,0,800.0,1,1,6041,28.2102,76.8606
27648,2,0,0,1,0,579.0807093999998,1,1,443,13.077175,80.151453
27649,2,0,0,3,0,1915.041783,1,1,2690,30.74,76.65
27650,2,0,1,1,0,565.0781691000002,1,1,224,13.0983,80.1622
27651,1,0,1,2,0,726.0845889,1,1,2628,12.919987,77.489265
27652,1,1,1,3,0,1061.689763,0,1,2796,12.9259,77.6229
27653,1,0,0,2,0,1000.0,1,1,3860,19.980678,79.297436
27654,2,0,0,3,0,1229.189357,1,1,4432,12.774745,77.671996
27655,2,0,0,3,0,1420.159335,1,1,4689,20.28994,85.848504
27656,1,1,1,2,0,725.0,0,1,6058,18.6182,73.7447
27657,2,0,0,2,0,1289.324394,1,1,3236,13.357135,74.784239
27658,1,0,0,3,0,1295.336788,1,1,913,25.61,85.14139
27659,1,0,0,4,0,2250.04091,1,1,6530,19.103013,72.85103000000002
27660,1,0,0,3,0,1683.0483370000004,1,1,3858,15.452792,74.98319000000002
27661,1,0,0,2,0,920.0603318,1,1,4440,22.54111,88.33778000000002
27662,1,1,0,1,0,708.8888889,0,1,1461,19.2167,73.0833
27663,2,0,0,2,0,1100.0,1,1,4530,24.913437,92.772669
27664,1,0,0,3,0,1488.095238,1,1,3077,18.510861,73.926175
27665,1,0,0,2,0,1100.025582,1,1,3860,19.980678,79.297436
27666,2,0,0,2,0,905.2504526,1,1,3149,22.24124,73.200301
27667,2,0,0,3,0,1560.062402,1,1,5165,28.506454,77.40956800000002
27668,1,0,0,3,0,1457.112814,1,1,6659,12.9958935,77.761394
27669,1,0,0,3,0,1586.506346,1,1,2154,26.832353,75.841749
27670,1,0,1,2,0,1098.119766,1,1,6104,13.055985,77.622157
27671,2,0,1,3,0,1885.098743,1,1,5483,30.66486,76.70610699999997
27672,1,0,0,4,0,2624.425907,1,1,3254,19.239813,72.962722
27673,1,0,0,1,0,650.0661084,1,1,801,18.96667,72.83333
27674,1,0,0,4,0,4285.034122,1,1,6659,12.9958935,77.761394
27675,1,1,1,2,0,687.7865777000002,0,1,1565,27.1,78.19
27676,1,0,1,2,0,1463.070686,1,1,5487,28.433386,76.95504
27677,1,1,1,2,0,808.0126041,0,1,3431,18.669919,73.853723
27678,1,0,0,3,0,1330.150068,1,1,3259,26.8626,75.7633
27679,2,0,0,2,0,1410.012674,1,1,2796,12.9259,77.6229
27680,1,1,1,1,0,661.5878107000002,0,1,1671,16.753034,80.729469
27681,1,1,0,2,0,950.9433962000003,0,1,6145,12.952357,77.72250600000002
27682,1,0,0,2,0,1050.153902,1,1,5968,24.69028,78.41889
27683,2,0,0,2,0,1275.239107,1,1,162,12.96991,77.59796
27684,1,0,0,2,0,972.6049603,1,1,4975,19.049214000000006,73.072916
27685,1,0,0,3,0,1733.3333329999996,1,1,3345,18.142137,74.57283100000002
27686,2,0,0,2,0,647.9767257,1,1,4995,28.356882,77.293977
27687,2,0,0,1,0,449.910018,1,1,1842,28.66667,77.41667
27688,1,0,1,2,0,1820.10582,1,1,5152,28.522931,77.357078
27689,2,0,0,3,0,1540.1848220000004,1,1,2067,12.96991,77.59796
27690,1,0,0,3,0,1770.244821,1,1,5065,28.368269,77.37273
27691,1,0,1,4,0,2100.28879,1,1,5950,26.781748,81.006714
27692,1,0,0,2,0,1080.084299,1,1,6695,12.896558,74.86412
27693,2,0,0,2,0,1065.088757,1,1,2418,13.01926,77.64723599999998
27694,1,1,1,3,0,791.0870855000002,0,0,1727,24.69028,78.41889
27695,1,0,1,1,0,614.4021141,1,1,6550,19.4559,72.8114
27696,2,0,0,2,0,1053.911634,1,1,1445,12.905538,77.694263
27697,1,1,1,3,0,2259.336581,0,1,6467,21.143354,72.770931
27698,2,0,0,2,0,3650.745361,1,1,3972,11.169483,76.616001
27699,1,0,0,2,0,1050.0922380000004,1,1,2883,18.52361,73.84778
27700,2,0,0,3,0,1550.0,1,1,2572,23.185756,77.498465
27701,1,0,0,2,0,960.1449275,1,1,2604,24.69028,78.41889
27702,1,0,0,2,0,850.1594049,1,1,3881,18.49667,73.94167
27703,2,0,0,2,0,722.0216606,1,1,5888,11.0,76.96667
27704,2,0,0,3,0,1616.2209810000004,1,1,6659,12.9958935,77.761394
27705,0,1,0,2,0,1495.546179,0,0,6495,23.19058,79.905704
27706,1,1,0,2,0,1044.397463,0,1,4219,21.0,77.0
27707,1,0,0,1,0,530.0353357,1,1,3368,19.283359,72.864964
27708,1,0,1,3,0,2500.0,1,1,5455,28.560719,77.386208
27709,1,0,0,4,0,3122.030677,1,1,5928,28.488415000000003,77.285903
27710,1,1,1,2,0,489.8904427,0,0,1727,24.69028,78.41889
27711,2,0,0,2,0,884.0075007000003,1,1,4709,13.019638,80.22798900000002
27712,1,0,0,1,0,650.0413662999998,1,1,5310,24.69028,78.41889
27713,1,0,0,3,0,1545.215101,1,1,6659,12.9958935,77.761394
27714,1,0,1,2,0,797.4641307999998,1,1,5074,28.394375,77.35722700000002
27715,2,0,1,3,0,1205.164993,1,1,3336,28.51583,77.1775
27716,2,0,0,2,0,1070.090958,1,1,3179,20.229718,85.745032
27717,2,0,0,2,0,806.0801474,1,1,836,18.518797,73.933947
27718,2,0,0,1,0,600.0,1,1,4440,22.54111,88.33778000000002
27719,1,1,1,2,0,1065.088757,0,1,564,18.097689000000006,74.735239
27720,1,0,0,3,0,1344.860711,1,1,586,12.96991,77.59796
27721,1,0,0,8,0,9594.298245999997,1,1,835,18.543533,73.836246
27722,2,0,0,3,0,1890.17111,1,1,6343,28.9196,76.8972
27723,1,0,0,2,0,2250.984806,1,1,2,-27.550328000000004,152.962676
27724,1,0,0,3,0,1315.223238,1,1,322,13.086769,80.191135
27725,1,1,1,1,0,600.0109093,0,1,300,19.1145,72.8712
27726,1,0,0,4,0,2250.008036,1,1,6533,19.102075,72.841149
27727,1,0,0,2,0,1150.070126,1,1,4006,21.17,72.83
27728,1,0,0,3,0,1285.016705,1,1,2048,12.96991,77.59796
27729,2,0,0,2,0,960.1335838,1,1,2927,22.603606,88.406203
27730,1,0,1,2,0,473.8154613,1,1,5074,28.394375,77.35722700000002
27731,1,0,1,3,0,1713.796058,1,1,6659,12.9958935,77.761394
27732,2,0,0,2,0,1200.349192,1,1,5148,30.756258000000006,76.655851
27733,2,0,0,1,0,650.0072223,1,1,5741,28.66667,77.41667
27734,1,0,1,4,0,2412.698413,1,1,3262,21.204896,81.18395600000002
27735,1,0,0,3,0,2065.120121,1,1,5123,19.126499,72.99956
27736,2,0,0,2,0,919.1176471,1,1,1533,12.8458,77.6727
27737,1,0,0,2,0,1199.040767,1,1,4370,12.96991,77.59796
27738,1,1,0,1,0,391.0068426,0,1,2889,19.06446,72.888131
27739,1,0,1,3,0,1835.423677,1,1,5079,28.431862,77.351104
27740,1,0,1,2,0,1328.699918,1,1,300,19.1145,72.8712
27741,1,0,1,2,0,1257.010249,1,0,5107,28.474616,76.990309
27742,1,0,0,2,0,1170.094839,1,1,5022,19.071749,73.080575
27743,1,1,0,2,0,1510.0,0,1,4838,23.182972,72.611485
27744,2,0,1,3,0,1210.025929,1,1,2301,29.9243,78.1076
27745,1,1,1,2,0,1120.157908,0,1,6708,30.662283,76.822397
27746,1,0,1,2,0,56838.70967999999,1,0,931,18.96667,72.83333
27747,2,0,0,2,0,1153.8461539999996,1,1,6251,20.27801,72.84170999999998
27748,2,0,0,2,0,1008.432888,1,1,6217,19.974047,79.31779499999998
27749,1,0,0,2,0,1120.186698,1,1,4494,13.013312,77.662077
27750,2,0,0,2,0,1150.054765,1,1,2383,12.865219,77.59036
27751,2,0,1,4,0,2149.721801,1,1,5108,30.652036,76.686017
27752,2,0,0,2,0,614.0620203,1,1,308,12.732961,77.707059
27753,1,1,1,3,0,1654.984424,0,1,5148,30.756258000000006,76.655851
27754,1,0,1,3,0,2490.421456,1,1,5419,30.661104,76.746082
27755,2,0,0,3,0,1769.1415309999998,1,1,1135,22.623598,88.441186
27756,1,1,1,3,0,1677.4685470000004,0,1,6091,18.518797,73.933947
27757,1,0,0,3,0,1500.028847,1,1,3162,19.1758,72.8643
27758,1,0,0,2,0,995.0248756,1,1,4314,25.459199,81.787387
27759,1,0,0,2,0,851.0638298,1,1,3785,22.403867,88.47000600000001
27760,1,0,0,2,0,776.9230769,1,1,1154,22.8877,88.3967
27761,1,0,1,2,0,1215.848949,1,1,6659,12.9958935,77.761394
27762,1,1,1,2,0,694.2435638,0,1,6101,19.18,72.96333
27763,1,0,0,2,0,1050.013816,1,1,4475,21.126159,79.12776
27764,2,0,0,2,0,838.1839348,1,1,6503,12.892154,77.611767
27765,1,0,0,3,0,1762.1145370000004,1,1,1519,9.930471,76.271273
27766,1,0,0,3,0,1232.067511,1,1,4207,22.54111,88.33778000000002
27767,1,0,1,3,0,1466.781708,1,1,2786,24.69028,78.41889
27768,2,0,0,1,0,495.049505,1,1,2673,19.072569,73.48344399999998
27769,1,0,1,2,0,1179.523473,1,1,2479,19.1955,72.8728
27770,2,0,0,3,0,1450.083659,1,1,1237,28.66667,77.41667
27771,1,0,0,2,0,803.9982616000002,1,1,73,13.07667,77.525
27772,1,0,0,3,0,1444.444444,1,1,799,22.54111,88.33778000000002
27773,2,1,1,1,0,600.0521785,0,1,1143,19.060945,73.155293
27774,2,0,0,2,0,620.0280767,1,1,958,12.758604,77.700377
27775,1,0,1,4,0,2425.325504,1,1,3262,21.204896,81.18395600000002
27776,2,0,0,2,0,990.0990099,1,1,2599,28.638934000000006,77.32645699999998
27777,1,0,1,2,0,1210.336932,1,1,5077,28.406388,77.342588
27778,2,0,1,2,0,900.0473708999998,1,1,150,26.928785,75.828002
27779,1,1,0,2,0,1198.795181,0,1,2686,18.5438,73.9438
27780,2,0,0,3,0,1099.678457,1,1,2639,21.3,70.25
27781,1,1,0,2,0,1250.0,0,1,3971,21.17,72.83
27782,1,0,0,3,0,1716.185777,1,1,6692,12.996619,77.668989
27783,1,1,1,1,0,693.0540582,0,1,1479,24.69028,78.41889
27784,2,1,0,3,0,1128.652215,0,1,5198,28.494868,77.410298
27785,2,0,0,3,0,1714.998441,1,1,5165,28.506454,77.40956800000002
27786,2,0,0,1,0,850.1594049,1,1,3181,17.271107999999998,74.179868
27787,0,1,1,3,0,1650.0,0,0,532,25.61,85.14139
27788,1,0,0,3,0,1600.0,1,1,5463,19.216097,72.821721
27789,2,0,0,2,0,900.090009,1,1,3518,12.973237,77.64685899999998
27790,1,0,1,3,0,1295.955255,1,1,3255,19.239813,72.962722
27791,1,0,0,2,0,910.0686688,1,1,1400,18.96667,72.83333
27792,1,0,1,2,0,567.8131084,1,0,2486,18.96,72.82
27793,2,0,0,2,0,1100.0,1,1,2136,12.261327,76.644706
27794,1,0,1,3,0,1325.718948,1,1,1398,24.69028,78.41889
27795,1,1,1,2,0,1076.072336,0,1,3401,18.52361,73.84778
27796,1,0,0,3,0,2040.081603,1,1,4428,12.9847,77.5491
27797,1,0,1,4,0,3220.674401,1,1,1266,24.69028,78.41889
27798,1,0,0,3,0,1199.887069,1,1,4532,23.132266,79.91049
27799,1,0,0,2,0,1143.318313,1,1,3471,19.1649,72.9608
27800,2,1,1,3,0,1511.87905,0,1,2503,13.09,80.27
27801,2,0,0,2,0,1317.143445,1,1,6572,12.96991,77.59796
27802,2,0,0,1,0,400.0,1,1,320,28.66667,77.41667
27803,2,0,0,2,0,774.1935484,1,1,5790,27.073397,75.594316
27804,2,0,0,2,0,1382.716049,1,1,6896,22.473819,70.05781
27805,2,0,0,3,0,1715.885487,1,1,2950,12.96991,77.59796
27806,2,1,1,3,0,1870.286576,0,1,6509,12.327102,76.58644100000002
27807,1,0,1,3,0,1925.019942,1,1,2857,30.33,78.06
27808,1,0,1,1,0,401.1670314,1,0,1074,19.05871,72.89969
27809,2,0,0,3,0,1500.0,1,1,2690,30.74,76.65
27810,1,0,0,4,0,3931.034483,1,1,5355,28.415742,77.028867
27811,1,0,1,1,0,427.0462633,1,1,5074,28.394375,77.35722700000002
27812,1,0,0,2,0,1045.068583,1,1,2569,12.96991,77.59796
27813,2,0,0,2,0,1162.576121,1,1,3762,15.40194,74.04333000000003
27814,1,0,0,3,0,1400.0,1,1,4440,22.54111,88.33778000000002
27815,2,0,0,2,0,1309.8869550000004,1,1,6435,9.930471,76.271273
27816,1,0,1,1,0,710.0181834,1,1,3367,19.283359,72.864964
27817,1,0,0,3,0,1449.953227,1,1,207,28.2102,76.8606
27818,1,0,0,3,0,1250.0,1,1,4111,22.54111,88.33778000000002
27819,2,0,0,2,0,1260.504202,1,1,1860,20.26444,85.82806
27820,2,0,0,3,0,1660.258651,1,1,6348,26.91868,75.750399
27821,2,0,0,2,0,1200.0,1,1,4041,12.975,80.13472
27822,2,0,0,1,0,650.026001,1,1,2999,22.691954,75.84695
27823,1,1,1,2,0,1002.460585,0,1,4046,20.928222,79.842268
27824,2,0,0,3,0,1375.384615,1,1,3171,25.30694,83.00610999999998
27825,2,0,0,3,0,960.1024109,1,1,3057,13.138566,80.234522
27826,1,1,1,2,0,1095.041322,0,1,5486,30.684523,76.691728
27827,2,0,1,3,0,1619.9376949999996,1,1,3519,30.90833,75.84861
27828,2,0,0,2,0,932.038835,1,1,372,13.0734,80.2069
27829,1,0,0,2,0,1070.090958,1,1,3368,19.283359,72.864964
27830,2,1,0,3,0,1254.833978,0,1,4391,13.219742000000002,76.698537
27831,1,1,1,2,0,1040.154814,0,1,5903,25.451221,81.788809
27832,1,0,0,2,0,900.090009,1,1,641,23.25,87.75
27833,1,0,1,4,0,2652.519894,1,1,2770,12.8855,77.5638
27834,1,0,0,2,0,934.5527294,1,1,1684,22.403867,88.47000600000001
27835,2,1,0,2,0,1478.1966,0,1,6708,30.662283,76.822397
27836,1,0,0,2,0,1223.684211,1,1,609,12.96991,77.59796
27837,1,0,1,2,0,689.0314093,1,1,3431,18.669919,73.853723
27838,1,1,1,2,0,1159.887233,0,1,5180,28.493232,77.434566
27839,1,0,0,3,0,1400.0,1,1,204,10.159679,76.38519000000002
27840,1,0,1,3,0,1551.020408,1,1,3254,19.239813,72.962722
27841,2,0,0,2,0,945.0171821,1,1,487,21.079055,78.984696
27842,1,1,1,2,0,675.0306832,0,1,1400,18.96667,72.83333
