,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
5808,32,admin.,single,secondary,no,620,yes,no,unknown,26,may,1234,3,-1,0,unknown,yes
5809,30,blue-collar,single,secondary,no,16,yes,no,unknown,19,may,127,5,-1,0,unknown,no
5810,35,services,married,secondary,no,-197,yes,no,unknown,26,may,103,1,-1,0,unknown,no
5811,45,blue-collar,married,primary,no,1163,no,no,unknown,16,may,230,1,-1,0,unknown,no
5812,35,blue-collar,single,secondary,no,5,no,no,unknown,19,may,268,3,-1,0,unknown,no
5813,33,admin.,divorced,secondary,no,-403,yes,no,unknown,28,may,217,1,-1,0,unknown,no
5814,42,technician,married,tertiary,no,1189,no,no,unknown,5,jun,323,3,-1,0,unknown,no
5815,49,management,married,primary,no,267,yes,no,unknown,16,may,198,5,-1,0,unknown,no
5816,37,management,single,tertiary,no,337,yes,no,unknown,26,may,777,5,-1,0,unknown,no
5817,37,management,married,tertiary,no,-113,yes,no,unknown,29,may,219,3,-1,0,unknown,no
5818,50,technician,divorced,tertiary,no,1044,no,no,unknown,5,jun,400,2,-1,0,unknown,no
5819,30,services,single,secondary,no,290,yes,no,unknown,12,may,446,1,-1,0,unknown,no
5820,36,blue-collar,married,primary,no,95,yes,no,unknown,9,may,255,2,-1,0,unknown,no
5821,35,admin.,married,secondary,no,56,yes,no,unknown,13,may,93,6,-1,0,unknown,no
5822,29,admin.,single,secondary,no,130,no,no,unknown,4,jun,134,2,-1,0,unknown,no
5823,38,blue-collar,married,primary,no,476,yes,no,unknown,28,may,212,4,-1,0,unknown,no
5824,36,blue-collar,single,secondary,no,3111,yes,no,unknown,20,may,445,2,-1,0,unknown,no
5825,51,unemployed,divorced,secondary,no,370,no,no,unknown,9,may,167,1,-1,0,unknown,no
5826,26,technician,single,secondary,no,261,yes,no,unknown,27,may,371,2,-1,0,unknown,no
5827,48,blue-collar,divorced,primary,no,183,no,no,unknown,9,jun,940,1,-1,0,unknown,yes
5828,57,unemployed,married,tertiary,no,42,no,no,unknown,5,may,46,1,-1,0,unknown,no
5829,33,technician,single,tertiary,no,538,yes,no,unknown,29,may,359,2,-1,0,unknown,no
5830,37,blue-collar,married,secondary,no,672,yes,no,unknown,29,may,129,2,-1,0,unknown,no
5831,41,technician,single,tertiary,no,1104,no,no,unknown,9,jun,352,1,-1,0,unknown,no
5832,36,services,married,secondary,no,143,yes,yes,unknown,5,may,350,1,-1,0,unknown,no
5833,50,management,divorced,tertiary,no,704,yes,no,unknown,8,may,233,2,-1,0,unknown,no
5834,39,blue-collar,married,primary,no,813,yes,no,unknown,8,may,117,2,-1,0,unknown,no
5835,28,admin.,single,secondary,no,891,yes,no,unknown,27,may,377,1,-1,0,unknown,no
5836,48,blue-collar,married,primary,no,9004,no,no,unknown,14,may,158,3,-1,0,unknown,no
5837,34,blue-collar,single,secondary,no,-96,yes,no,unknown,27,may,153,2,-1,0,unknown,no
5838,33,blue-collar,married,primary,no,1002,yes,no,unknown,30,may,201,4,-1,0,unknown,no
5839,41,technician,married,secondary,no,-366,yes,yes,unknown,6,may,29,3,-1,0,unknown,no
5840,28,technician,married,secondary,no,487,yes,no,unknown,13,may,176,4,-1,0,unknown,no
5841,35,blue-collar,married,primary,no,3468,yes,no,unknown,21,may,72,3,-1,0,unknown,no
5842,34,self-employed,married,tertiary,no,1029,yes,yes,unknown,16,may,125,1,-1,0,unknown,no
5843,41,management,divorced,secondary,no,276,yes,no,unknown,7,may,60,1,-1,0,unknown,no
5844,32,admin.,married,secondary,no,17,yes,no,unknown,27,may,123,1,-1,0,unknown,no
5845,49,blue-collar,married,primary,no,2068,yes,no,unknown,3,jun,45,1,-1,0,unknown,no
5846,40,admin.,married,secondary,no,451,yes,yes,unknown,29,may,257,1,-1,0,unknown,no
5847,36,technician,married,secondary,no,1109,yes,no,unknown,23,may,122,5,-1,0,unknown,no
5848,33,services,married,secondary,no,34,yes,yes,unknown,3,jun,161,1,-1,0,unknown,no
5849,26,technician,divorced,tertiary,no,3154,yes,yes,unknown,27,may,121,1,-1,0,unknown,no
5850,45,technician,married,secondary,no,3395,yes,no,unknown,14,may,215,1,-1,0,unknown,no
5851,51,services,married,secondary,no,-178,yes,yes,unknown,29,may,48,1,-1,0,unknown,no
5852,36,admin.,married,secondary,no,1954,yes,yes,unknown,30,may,199,3,-1,0,unknown,no
5853,30,blue-collar,married,secondary,no,128,yes,no,unknown,14,may,273,1,-1,0,unknown,no
5854,52,management,married,tertiary,no,1177,yes,no,unknown,29,may,473,1,-1,0,unknown,no
5855,53,technician,married,secondary,no,2647,yes,no,unknown,30,may,121,1,-1,0,unknown,no
5856,32,services,single,secondary,no,187,yes,no,unknown,29,may,315,1,-1,0,unknown,no
5857,30,self-employed,married,tertiary,no,543,yes,yes,unknown,4,jun,1449,6,-1,0,unknown,yes
5858,26,blue-collar,married,primary,yes,-683,yes,yes,unknown,27,may,446,1,-1,0,unknown,no
5859,50,blue-collar,married,primary,no,5356,no,no,unknown,13,may,289,1,-1,0,unknown,no
5860,30,unemployed,married,secondary,no,529,yes,yes,unknown,26,may,107,3,-1,0,unknown,no
5861,37,technician,single,tertiary,no,31,yes,no,unknown,8,may,72,1,-1,0,unknown,no
5862,30,blue-collar,married,primary,no,9194,yes,no,unknown,23,may,178,2,-1,0,unknown,no
5863,59,retired,divorced,primary,no,-88,yes,no,unknown,5,jun,910,2,-1,0,unknown,yes
5864,44,services,divorced,secondary,no,2416,yes,no,unknown,14,may,304,3,-1,0,unknown,no
5865,36,technician,married,secondary,no,452,yes,no,unknown,26,may,113,5,-1,0,unknown,no
5866,38,services,divorced,secondary,no,792,no,no,unknown,6,jun,430,1,-1,0,unknown,no
5867,51,admin.,married,secondary,no,1415,yes,no,unknown,2,jun,151,3,-1,0,unknown,no
5868,45,blue-collar,married,secondary,no,1345,yes,no,unknown,19,may,120,7,-1,0,unknown,no
5869,28,admin.,single,tertiary,no,422,yes,no,unknown,9,may,274,1,-1,0,unknown,no
5870,32,admin.,single,secondary,no,1466,yes,no,unknown,12,may,264,2,-1,0,unknown,no
5871,31,admin.,married,secondary,no,355,yes,no,unknown,9,may,239,1,-1,0,unknown,no
5872,48,blue-collar,married,primary,no,72,yes,no,unknown,6,jun,114,5,-1,0,unknown,no
5873,49,retired,married,primary,no,2665,yes,no,unknown,13,may,67,1,-1,0,unknown,no
5874,28,blue-collar,married,secondary,no,948,yes,no,unknown,9,may,455,1,-1,0,unknown,no
5875,41,blue-collar,married,primary,no,1905,yes,no,unknown,2,jun,164,4,-1,0,unknown,no
5876,59,technician,married,secondary,no,-247,yes,no,unknown,26,may,131,1,-1,0,unknown,no
5877,58,retired,married,tertiary,no,0,no,no,unknown,6,may,393,1,-1,0,unknown,no
5878,37,admin.,single,secondary,no,1113,yes,no,unknown,9,may,237,1,-1,0,unknown,no
5879,30,entrepreneur,single,secondary,no,491,yes,no,unknown,9,may,197,4,-1,0,unknown,no
5880,51,management,divorced,secondary,no,3348,yes,no,unknown,29,may,122,2,-1,0,unknown,no
5881,41,services,married,primary,no,299,yes,no,unknown,14,may,72,1,-1,0,unknown,no
5882,35,blue-collar,single,secondary,no,-257,yes,no,unknown,30,may,312,7,-1,0,unknown,no
5883,45,admin.,married,secondary,no,373,yes,no,unknown,21,may,17,7,-1,0,unknown,no
5884,38,management,married,tertiary,no,881,no,yes,unknown,6,jun,79,2,-1,0,unknown,no
5885,22,technician,single,secondary,no,356,yes,no,unknown,27,may,518,2,-1,0,unknown,no
5886,47,technician,married,secondary,no,201,yes,no,unknown,15,may,254,1,-1,0,unknown,no
5887,35,entrepreneur,married,secondary,no,24,yes,no,unknown,20,may,81,1,-1,0,unknown,no
5888,49,admin.,married,secondary,no,1632,no,no,unknown,6,jun,47,1,-1,0,unknown,no
5889,50,services,divorced,secondary,no,28,yes,yes,unknown,29,may,313,2,-1,0,unknown,no
5890,42,blue-collar,married,secondary,no,-628,yes,yes,unknown,15,may,251,1,-1,0,unknown,no
5891,34,student,married,tertiary,no,387,yes,no,unknown,26,may,52,3,-1,0,unknown,no
5892,39,unemployed,married,primary,no,408,yes,no,unknown,6,may,53,1,-1,0,unknown,no
5893,26,blue-collar,married,secondary,yes,20,yes,no,unknown,8,may,200,1,-1,0,unknown,no
5894,46,blue-collar,married,secondary,no,679,yes,no,unknown,19,may,723,1,-1,0,unknown,no
5895,52,technician,married,unknown,no,7,no,no,unknown,6,may,203,2,-1,0,unknown,no
5896,38,technician,married,secondary,no,175,yes,no,unknown,30,may,264,1,-1,0,unknown,no
5897,60,technician,divorced,tertiary,no,1900,yes,no,unknown,29,may,77,3,-1,0,unknown,no
5898,27,blue-collar,single,primary,no,1518,yes,no,unknown,21,may,700,3,-1,0,unknown,no
5899,34,blue-collar,divorced,secondary,no,0,no,yes,unknown,21,may,339,1,-1,0,unknown,no
5900,26,blue-collar,single,primary,no,-579,yes,no,unknown,16,may,320,3,-1,0,unknown,no
5901,31,management,single,tertiary,no,0,yes,no,unknown,23,may,391,1,-1,0,unknown,no
5902,34,technician,single,secondary,no,705,yes,yes,unknown,19,may,1203,3,-1,0,unknown,no
5903,30,technician,single,tertiary,no,3291,yes,no,unknown,19,may,1218,3,-1,0,unknown,yes
5904,44,technician,single,secondary,no,1059,yes,no,unknown,9,may,286,1,-1,0,unknown,no
5905,34,management,married,tertiary,no,363,no,no,unknown,21,may,171,5,-1,0,unknown,no
5906,49,admin.,married,secondary,no,82,yes,no,unknown,6,may,310,1,-1,0,unknown,no
5907,37,technician,single,secondary,no,255,no,no,unknown,5,jun,447,2,-1,0,unknown,no
5908,60,retired,divorced,primary,no,1327,yes,yes,unknown,14,may,80,1,-1,0,unknown,no
5909,48,admin.,divorced,secondary,no,267,no,no,unknown,8,may,266,1,-1,0,unknown,no
5910,33,blue-collar,divorced,secondary,no,126,yes,no,unknown,7,may,248,3,-1,0,unknown,no
5911,37,self-employed,married,tertiary,no,144,yes,no,unknown,5,jun,247,2,-1,0,unknown,no
5912,41,technician,divorced,secondary,no,536,yes,no,unknown,15,may,76,3,-1,0,unknown,no
5913,25,services,single,secondary,no,54,yes,no,unknown,13,may,318,2,-1,0,unknown,no
5914,31,admin.,divorced,secondary,no,2294,yes,no,unknown,21,may,96,2,-1,0,unknown,no
5915,48,admin.,married,secondary,no,476,no,no,unknown,5,jun,489,3,-1,0,unknown,no
5916,40,technician,single,tertiary,no,-89,yes,no,unknown,28,may,83,4,-1,0,unknown,no
5917,52,entrepreneur,married,primary,no,8298,yes,yes,unknown,28,may,123,18,-1,0,unknown,no
5918,36,blue-collar,married,secondary,no,3935,yes,yes,unknown,27,may,220,6,-1,0,unknown,no
5919,55,management,single,tertiary,no,1464,yes,no,unknown,16,may,92,1,-1,0,unknown,no
5920,60,admin.,divorced,secondary,no,3020,yes,no,unknown,15,may,131,1,-1,0,unknown,no
5921,56,management,divorced,tertiary,no,408,yes,no,unknown,27,may,274,1,-1,0,unknown,no
5922,61,blue-collar,divorced,primary,no,1428,yes,no,unknown,5,may,82,2,-1,0,unknown,no
5923,37,technician,single,secondary,no,3326,yes,no,unknown,21,may,799,1,-1,0,unknown,yes
5924,33,self-employed,married,tertiary,no,-355,yes,no,unknown,23,may,911,2,-1,0,unknown,no
5925,32,entrepreneur,married,unknown,no,227,yes,no,unknown,12,may,523,1,-1,0,unknown,no
5926,38,management,married,tertiary,no,0,yes,no,unknown,20,may,206,1,-1,0,unknown,no
5927,48,management,divorced,tertiary,no,1492,yes,no,unknown,26,may,249,2,-1,0,unknown,no
5928,28,technician,single,secondary,no,216,yes,no,unknown,13,may,66,1,-1,0,unknown,no
5929,30,blue-collar,married,secondary,no,12697,yes,yes,unknown,19,may,95,1,-1,0,unknown,no
5930,24,technician,single,secondary,no,288,yes,no,unknown,28,may,185,1,-1,0,unknown,no
5931,42,entrepreneur,single,primary,no,103,yes,no,unknown,19,may,156,5,-1,0,unknown,no
5932,41,admin.,married,secondary,no,705,yes,no,unknown,13,may,205,1,-1,0,unknown,no
5933,25,blue-collar,single,secondary,no,2354,no,yes,unknown,27,may,98,1,-1,0,unknown,no
5934,38,blue-collar,married,primary,no,1495,yes,no,unknown,2,jun,74,3,-1,0,unknown,no
5935,38,management,married,tertiary,no,12855,yes,no,unknown,30,may,417,1,-1,0,unknown,no
5936,35,blue-collar,married,primary,no,2730,yes,no,unknown,21,may,65,1,-1,0,unknown,no
5937,57,retired,married,primary,no,3594,no,no,unknown,5,jun,162,2,-1,0,unknown,no
5938,38,management,married,tertiary,no,63,yes,no,unknown,21,may,518,1,-1,0,unknown,no
5939,32,admin.,divorced,secondary,no,-19,yes,no,unknown,30,may,97,2,-1,0,unknown,no
5940,38,services,single,secondary,no,36,yes,no,unknown,19,may,143,1,-1,0,unknown,no
5941,39,blue-collar,married,secondary,no,459,yes,no,unknown,27,may,307,2,-1,0,unknown,no
5942,53,retired,married,secondary,no,-27,no,no,unknown,13,may,209,9,-1,0,unknown,no
5943,49,management,married,tertiary,no,-151,yes,no,unknown,29,may,119,2,-1,0,unknown,no
5944,31,housemaid,single,secondary,no,1301,yes,no,unknown,16,may,69,15,-1,0,unknown,no
5945,46,technician,married,tertiary,no,841,yes,no,unknown,6,may,158,1,-1,0,unknown,no
5946,33,blue-collar,single,secondary,no,17,yes,no,unknown,21,may,288,1,-1,0,unknown,no
5947,38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,611,2,-1,0,unknown,yes
5948,24,technician,single,unknown,no,818,yes,yes,unknown,27,may,953,3,-1,0,unknown,no
5949,40,technician,married,secondary,no,66,yes,no,unknown,12,may,29,8,-1,0,unknown,no
5950,38,blue-collar,married,secondary,no,2836,no,no,unknown,6,jun,116,3,-1,0,unknown,no
5951,33,blue-collar,married,primary,no,754,yes,no,unknown,21,may,811,2,-1,0,unknown,no
5952,29,management,single,tertiary,no,-158,yes,no,unknown,28,may,399,1,-1,0,unknown,no
5953,28,student,single,secondary,no,154,yes,no,unknown,20,may,21,9,-1,0,unknown,no
5954,42,technician,single,tertiary,no,2157,yes,yes,unknown,15,may,260,1,-1,0,unknown,no
5955,32,blue-collar,single,secondary,no,116,no,no,unknown,14,may,392,1,-1,0,unknown,no
5956,29,admin.,married,secondary,no,387,yes,yes,unknown,14,may,49,1,-1,0,unknown,no
5957,39,blue-collar,married,primary,no,879,yes,no,unknown,26,may,102,2,-1,0,unknown,no
5958,51,admin.,divorced,secondary,no,2195,yes,no,unknown,13,may,59,1,-1,0,unknown,no
5959,36,admin.,married,secondary,no,68,yes,yes,unknown,27,may,157,1,-1,0,unknown,no
5960,59,retired,divorced,tertiary,no,381,yes,no,unknown,8,may,422,4,-1,0,unknown,no
5961,45,blue-collar,married,primary,no,446,yes,no,unknown,28,may,51,1,-1,0,unknown,no
5962,34,technician,married,secondary,no,-259,yes,no,unknown,27,may,124,2,-1,0,unknown,no
5963,34,blue-collar,married,primary,no,298,yes,no,unknown,8,may,220,2,-1,0,unknown,no
5964,30,entrepreneur,married,secondary,no,2926,yes,no,unknown,28,may,238,8,-1,0,unknown,no
5965,28,services,single,tertiary,no,737,yes,yes,unknown,27,may,955,1,-1,0,unknown,no
5966,25,blue-collar,single,secondary,no,249,yes,no,unknown,12,may,149,5,-1,0,unknown,no
5967,42,management,married,tertiary,no,263,yes,no,unknown,7,may,254,1,-1,0,unknown,no
5968,42,management,married,secondary,no,-32,yes,no,unknown,13,may,77,1,-1,0,unknown,no
5969,36,admin.,divorced,secondary,no,506,yes,no,unknown,5,may,577,1,-1,0,unknown,no
5970,42,blue-collar,married,primary,no,505,yes,no,unknown,14,may,521,2,-1,0,unknown,no
5971,37,services,single,secondary,no,934,yes,no,unknown,16,may,242,3,-1,0,unknown,no
5972,51,technician,married,secondary,no,463,yes,no,unknown,13,may,213,5,-1,0,unknown,no
5973,54,admin.,married,secondary,no,426,yes,no,unknown,29,may,205,1,-1,0,unknown,no
5974,35,services,divorced,secondary,no,305,no,no,unknown,9,jun,327,2,-1,0,unknown,no
5975,40,blue-collar,married,primary,no,2651,yes,no,unknown,15,may,94,1,-1,0,unknown,no
5976,34,management,single,tertiary,no,0,yes,no,unknown,21,may,311,1,-1,0,unknown,no
5977,31,services,married,secondary,no,272,yes,no,unknown,13,may,133,12,-1,0,unknown,no
5978,45,management,divorced,tertiary,no,24598,yes,no,unknown,5,may,313,3,-1,0,unknown,no
5979,30,entrepreneur,single,primary,no,0,yes,yes,unknown,27,may,1051,1,-1,0,unknown,yes
5980,47,blue-collar,married,secondary,no,438,yes,no,unknown,7,may,46,3,-1,0,unknown,no
5981,36,blue-collar,divorced,primary,no,3202,yes,no,unknown,21,may,290,2,-1,0,unknown,no
5982,40,retired,married,primary,no,0,yes,yes,unknown,5,may,181,1,-1,0,unknown,no
5983,50,technician,married,secondary,no,416,yes,no,unknown,5,jun,494,5,-1,0,unknown,yes
5984,31,services,divorced,secondary,no,-274,yes,no,unknown,26,may,283,1,-1,0,unknown,no
5985,56,retired,divorced,primary,no,-154,yes,no,unknown,27,may,127,1,-1,0,unknown,no
5986,46,admin.,married,primary,no,40,yes,no,unknown,7,may,591,3,-1,0,unknown,no
5987,42,admin.,married,secondary,no,534,yes,no,unknown,16,may,139,2,-1,0,unknown,no
5988,42,admin.,single,unknown,no,-138,yes,no,unknown,26,may,109,1,-1,0,unknown,no
5989,36,admin.,married,secondary,no,1601,yes,no,unknown,23,may,163,3,-1,0,unknown,no
5990,39,admin.,married,secondary,no,835,yes,no,unknown,5,jun,135,1,-1,0,unknown,no
5991,51,management,married,tertiary,no,751,no,no,unknown,8,may,261,5,-1,0,unknown,no
5992,35,self-employed,married,tertiary,no,844,yes,no,unknown,8,may,60,1,-1,0,unknown,no
5993,51,blue-collar,married,primary,no,1194,yes,no,unknown,16,may,558,3,-1,0,unknown,no
5994,46,management,divorced,unknown,no,2,yes,no,unknown,6,may,187,1,-1,0,unknown,no
5995,44,unemployed,married,secondary,yes,-505,yes,no,unknown,3,jun,113,11,-1,0,unknown,no
5996,56,blue-collar,married,primary,no,373,yes,no,unknown,27,may,269,1,-1,0,unknown,no
5997,26,blue-collar,single,primary,no,619,yes,yes,unknown,27,may,305,1,-1,0,unknown,no
5998,33,management,married,tertiary,no,133,yes,no,unknown,26,may,308,4,-1,0,unknown,no
5999,55,retired,married,secondary,no,102,yes,no,unknown,7,may,74,1,-1,0,unknown,no
6000,37,management,single,tertiary,no,7179,yes,no,unknown,6,jun,31,8,-1,0,unknown,no
6001,49,blue-collar,married,primary,no,0,yes,no,unknown,14,may,151,2,-1,0,unknown,no
6002,45,technician,married,secondary,no,1003,yes,no,unknown,4,jun,71,1,-1,0,unknown,no
6003,51,retired,divorced,tertiary,no,126,no,yes,unknown,6,jun,152,1,-1,0,unknown,no
6004,52,blue-collar,married,primary,no,58,yes,no,unknown,6,may,213,3,-1,0,unknown,no
6005,36,management,married,tertiary,no,669,no,no,unknown,9,jun,91,1,-1,0,unknown,no
6006,42,management,married,tertiary,no,2440,yes,no,unknown,30,may,199,2,-1,0,unknown,no
6007,42,entrepreneur,married,tertiary,no,287,yes,yes,unknown,30,may,83,2,-1,0,unknown,no
6008,33,blue-collar,married,secondary,no,312,yes,no,unknown,4,jun,151,2,-1,0,unknown,no
6009,35,admin.,divorced,secondary,no,869,yes,no,unknown,29,may,173,1,-1,0,unknown,no
6010,53,retired,married,primary,no,383,yes,no,unknown,14,may,171,1,-1,0,unknown,no
6011,43,blue-collar,married,secondary,no,1376,yes,no,unknown,8,may,235,4,-1,0,unknown,no
6012,35,blue-collar,married,primary,no,4366,yes,no,unknown,28,may,173,3,-1,0,unknown,no
6013,49,services,married,secondary,no,180,yes,yes,unknown,2,jun,392,3,-1,0,unknown,no
6014,37,blue-collar,married,secondary,yes,1147,yes,yes,unknown,26,may,114,2,-1,0,unknown,no
6015,41,technician,married,secondary,no,2490,yes,no,unknown,21,may,115,2,-1,0,unknown,no
6016,39,services,married,secondary,no,-119,no,yes,unknown,5,jun,104,2,-1,0,unknown,no
6017,44,services,divorced,secondary,no,-389,yes,yes,unknown,5,jun,52,1,-1,0,unknown,no
6018,26,entrepreneur,single,secondary,no,265,yes,no,unknown,28,may,593,1,-1,0,unknown,no
6019,44,blue-collar,married,secondary,no,-54,yes,yes,unknown,26,may,437,1,-1,0,unknown,no
6020,35,blue-collar,married,primary,no,767,yes,no,unknown,16,may,1408,2,-1,0,unknown,no
6021,45,admin.,married,secondary,no,137,yes,no,unknown,14,may,427,1,-1,0,unknown,no
6022,32,services,divorced,secondary,no,-115,yes,no,unknown,16,may,134,1,-1,0,unknown,no
6023,51,housemaid,married,primary,no,492,yes,no,unknown,20,may,142,3,-1,0,unknown,no
6024,54,blue-collar,married,primary,no,-239,yes,no,unknown,23,may,29,1,-1,0,unknown,no
6025,27,blue-collar,married,primary,no,713,yes,no,unknown,30,may,152,4,-1,0,unknown,no
6026,38,unknown,married,unknown,no,124,yes,no,unknown,20,may,37,13,-1,0,unknown,no
6027,38,blue-collar,single,primary,no,522,yes,no,unknown,2,jun,156,1,-1,0,unknown,no
6028,42,self-employed,married,tertiary,no,596,yes,no,unknown,19,may,66,9,-1,0,unknown,no
6029,42,management,divorced,tertiary,no,0,no,no,unknown,19,may,131,2,-1,0,unknown,no
6030,46,management,single,tertiary,no,187,yes,no,unknown,5,may,113,2,-1,0,unknown,no
6031,31,self-employed,married,primary,no,1074,yes,no,unknown,23,may,1438,2,-1,0,unknown,no
6032,53,blue-collar,married,unknown,no,2785,yes,no,unknown,15,may,1165,1,-1,0,unknown,no
6033,21,student,single,unknown,no,137,yes,no,unknown,12,may,198,3,-1,0,unknown,no
6034,53,management,married,tertiary,no,1144,yes,no,unknown,30,may,142,2,-1,0,unknown,no
6035,36,blue-collar,married,secondary,no,771,yes,no,unknown,9,may,213,4,-1,0,unknown,no
6036,52,retired,married,secondary,no,603,no,yes,unknown,9,jun,79,1,-1,0,unknown,no
6037,50,management,married,tertiary,no,101,yes,no,unknown,15,may,348,1,-1,0,unknown,no
6038,44,technician,married,secondary,no,8938,yes,no,unknown,3,jun,94,18,-1,0,unknown,no
6039,50,blue-collar,married,secondary,no,289,no,no,unknown,6,jun,73,1,-1,0,unknown,no
6040,58,self-employed,divorced,secondary,no,613,yes,no,unknown,8,may,154,2,-1,0,unknown,no
6041,36,self-employed,single,tertiary,no,4752,yes,no,unknown,21,may,446,2,-1,0,unknown,no
6042,34,admin.,married,secondary,no,220,yes,no,unknown,3,jun,65,13,-1,0,unknown,no
6043,35,technician,single,secondary,no,11423,yes,no,unknown,23,may,107,1,-1,0,unknown,no
6044,51,management,married,tertiary,no,307,yes,no,unknown,30,may,206,2,-1,0,unknown,no
6045,24,blue-collar,single,primary,no,147,yes,no,unknown,2,jun,102,2,-1,0,unknown,no
6046,34,blue-collar,married,secondary,no,120,yes,no,unknown,21,may,369,1,-1,0,unknown,no
6047,30,blue-collar,married,secondary,no,673,yes,no,unknown,20,may,610,2,-1,0,unknown,no
6048,30,blue-collar,single,secondary,no,79,no,no,unknown,23,may,125,3,-1,0,unknown,no
6049,49,blue-collar,married,primary,no,216,yes,no,unknown,9,may,144,2,-1,0,unknown,no
6050,40,blue-collar,married,secondary,no,217,yes,no,unknown,6,may,195,1,-1,0,unknown,no
6051,33,blue-collar,single,secondary,no,6285,yes,no,unknown,2,jun,689,3,-1,0,unknown,no
6052,40,management,single,secondary,no,192,yes,no,unknown,16,may,71,11,-1,0,unknown,no
6053,49,admin.,divorced,primary,no,-347,yes,no,unknown,26,may,200,2,-1,0,unknown,no
6054,32,blue-collar,married,secondary,yes,98,no,yes,unknown,23,may,174,1,-1,0,unknown,no
6055,37,technician,married,secondary,no,5115,yes,no,unknown,30,may,45,4,-1,0,unknown,no
6056,55,blue-collar,single,tertiary,no,325,yes,no,unknown,8,may,693,1,-1,0,unknown,no
6057,40,services,single,tertiary,no,8823,yes,no,unknown,7,may,378,1,-1,0,unknown,no
6058,49,blue-collar,married,primary,no,1536,yes,no,unknown,19,may,400,2,-1,0,unknown,no
6059,51,blue-collar,married,secondary,no,2237,yes,no,unknown,29,may,619,1,-1,0,unknown,no
6060,46,technician,married,secondary,no,349,yes,yes,unknown,5,may,127,1,-1,0,unknown,no
6061,32,management,married,tertiary,no,3809,yes,no,unknown,27,may,50,5,-1,0,unknown,no
6062,37,technician,divorced,secondary,no,-230,yes,yes,unknown,28,may,224,2,-1,0,unknown,no
6063,51,management,married,tertiary,no,1212,yes,no,unknown,13,may,184,1,-1,0,unknown,no
6064,46,entrepreneur,single,tertiary,no,580,yes,no,unknown,13,may,36,1,-1,0,unknown,no
6065,47,admin.,married,unknown,no,0,yes,no,unknown,7,may,164,1,-1,0,unknown,no
6066,34,technician,married,secondary,no,1092,no,no,unknown,23,may,268,1,-1,0,unknown,no
6067,38,management,single,tertiary,no,424,yes,no,unknown,5,may,104,1,-1,0,unknown,no
6068,50,blue-collar,married,secondary,no,606,yes,no,unknown,14,may,673,2,-1,0,unknown,no
6069,49,management,divorced,tertiary,no,9326,yes,no,unknown,3,jun,166,1,-1,0,unknown,no
6070,39,services,single,unknown,no,257,yes,no,unknown,5,may,408,1,-1,0,unknown,no
6071,34,blue-collar,single,secondary,no,381,yes,no,unknown,12,may,102,1,-1,0,unknown,no
6072,40,management,married,tertiary,no,917,yes,no,unknown,20,may,292,1,-1,0,unknown,no
6073,50,retired,single,primary,no,208,no,no,unknown,9,jun,51,1,-1,0,unknown,no
6074,34,technician,married,secondary,no,5553,yes,no,unknown,23,may,258,5,-1,0,unknown,no
6075,36,self-employed,married,primary,no,90,yes,no,unknown,8,may,403,2,-1,0,unknown,no
6076,43,management,married,secondary,no,375,yes,no,unknown,6,may,196,2,-1,0,unknown,no
6077,36,blue-collar,married,primary,no,1861,yes,no,unknown,2,jun,281,1,-1,0,unknown,no
6078,49,blue-collar,married,secondary,no,26,yes,no,unknown,6,may,276,2,-1,0,unknown,no
6079,28,blue-collar,single,unknown,no,448,yes,no,unknown,28,may,307,1,-1,0,unknown,no
6080,34,blue-collar,married,secondary,no,80,yes,yes,unknown,8,may,494,1,-1,0,unknown,no
6081,42,management,divorced,secondary,no,117,yes,no,unknown,9,may,105,1,-1,0,unknown,no
6082,34,technician,single,secondary,no,1161,yes,no,unknown,21,may,192,1,-1,0,unknown,no
6083,44,management,divorced,tertiary,no,1379,yes,no,unknown,30,may,119,1,-1,0,unknown,no
6084,36,technician,married,tertiary,no,491,yes,no,unknown,8,may,103,3,-1,0,unknown,no
6085,32,management,single,tertiary,no,537,no,no,unknown,29,may,187,3,-1,0,unknown,no
6086,40,blue-collar,married,secondary,no,3122,yes,no,unknown,12,may,344,3,-1,0,unknown,no
6087,38,unemployed,married,secondary,no,205,yes,no,unknown,20,may,359,2,-1,0,unknown,no
6088,32,technician,single,tertiary,no,4665,yes,no,unknown,21,may,860,2,-1,0,unknown,yes
6089,33,blue-collar,married,secondary,no,941,yes,no,unknown,26,may,218,2,-1,0,unknown,no
6090,28,management,single,tertiary,no,6321,yes,no,unknown,2,jun,204,5,-1,0,unknown,no
6091,54,entrepreneur,divorced,secondary,no,104,yes,no,unknown,12,may,391,1,-1,0,unknown,no
6092,41,blue-collar,married,secondary,no,193,yes,no,unknown,29,may,130,1,-1,0,unknown,no
6093,27,blue-collar,married,secondary,no,419,yes,no,unknown,4,jun,1181,2,-1,0,unknown,yes
6094,33,unemployed,single,tertiary,no,1716,yes,no,unknown,7,may,396,2,-1,0,unknown,no
6095,41,technician,married,secondary,no,102,yes,yes,unknown,14,may,387,9,-1,0,unknown,no
6096,30,blue-collar,married,secondary,no,0,no,no,unknown,19,may,159,3,-1,0,unknown,no
6097,30,technician,single,tertiary,no,3,yes,no,unknown,7,may,174,1,-1,0,unknown,no
